symbol,demangled,category,reason,diff_excerpt,date
d_print_mod,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
d_print_mod_list,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
d_print_subexpr,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
d_source_name,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
d_substitution,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
d_template_param,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
d_type,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
d_unqualified_name,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
execute_stack_op,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
fde_mixed_encoding_compare,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
fde_single_encoding_compare,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
fde_unencoded_compare,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
frame_downheap,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
get_cie_encoding,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
init_dwarf_reg_size_table,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
linear_search_fdes,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
